heimild,heimild_heiti,skjal,adili_1,adili_2,rakning,samningur_fra,samningur_til,gildir_fra,tegund,prosenta,kronur,a_vid,artal_stada,tilvitnun
efling,Efling stéttarfélag,efling/Kjarasamningur Eflingar og SA fyrir starfsfo-lk ho-tela- og veitingahu-sa fra- 1.4.19 til 1.11.22.pdf,Samtaka atvinnulífsins,Eflingar – stéttarfélags,aðilar úr skjali,,,2020-04-01,krónutala,,24000,kauptaxtar,úr texta,"príl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. 1.3.2. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjöl með kjarasamningum. 1. apríl 2019: 17.000 kr. 1. apríl 2020: 24.000 kr. 1. janúar 2021: 24.000 kr. 1. janúar 2022: 25.000 kr. 1.3.3. Kjaratengdir liðir Kjaratengdir liðir kjarasamningsins"
efling,Efling stéttarfélag,efling/Kjarasamningur Eflingar og SFV fra- 2019-2023.pdf,Eflingar,Samtaka fyrirtækja í velferðarþjónustu iii,aðilar úr skjali,2019-04-01,2023-03-31,2020-04-01,krónutala,,24000,launatafla,úr texta,"jónustu 1 1 Um kaup 1.1 Mánaðarlaun 1.1.1 Mánaðarlaun starfsmanns sem gegnir fullu starfi, skulu greidd samkvæmt meðfylgjandi launatöflum í fylgiskjali 3. 1.apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 24.000 kr. fyrir launaflokka 1 -17 og um 18.000 kr. fyrir hærri launaflokka. 1.janúar 2021: Ný launatafla tekur gildi. 1.janúar 2022:Laun hækka um 17.250 kr. 1.1.2 Þegar unninn "
fin,Félag íslenskra náttúrufræðinga,fin/Kjarasamningur-Felags-islenskra-natturufraedinga-og-Reykjavikurborgar-2019-2023-ekki-undirritad.pdf,FÉLAGS ÍSLENSKRA NÁTTÚRUFRÆÐINGA,REYKJAVÍKURBORGAR,aðilar úr skjali,2019-04-01,2023-03-31,2020-04-01,krónutala,,24000,launatafla,úr texta,"sem gegnir fullu starfi, skulu greidd skv. meðfylgjandi launatöflum í fylgiskjali XI I sem taka eftirfarandi breytingum á samningstímanum: 1. apríl 2019 hækka laun um kr. 17.000, launatafla 1. 1. apríl 2020 hækka laun um kr. 24.000 , launatafla 2. 1. janúar 2021 hækka laun um kr. 24.000, launatafla 3. Kosið verði milli leiðar A og leiðar B og skal niðurstaða um hv"
framsyn,Framsýn stéttarfélag,framsyn/Kjarasamningur-SGS-og-Landsvirkjunar-breytingar.pdf,Starfsgreinasambands Íslands,Landsvirkjunar,aðilar úr skjali,,,2020-04-01,krónutala,,24000,kauptaxtar,úr texta,"við kjarasamnings Landsvirkjunar og Starfsgreinasambands Íslands. 2. gr. Launabreytingar Kauptaxtar kjarasamningsins hækka á samningstímabilinu sem hér segir: 1. apríl 2019 kr. 17.000 1. apríl 2020 kr. 24.000 1. janúar 2021 kr. 24.000 1. janúar 2022 kr. 25.000 Aðrir launaliðir kjarasamningsins hækka um 2,5% á sömu dagsetnin"
framsyn,Framsýn stéttarfélag,framsyn/Kjarasamningur_LIVogSA_Vefur.pdf,LANDSSAMBANDS ÍSLENZKRA VERZLUNARMANNA,SAMTAKA ATVINNULÍFSINS,aðilar úr skjali,2019-04-01,2022-11-01,2020-04-01,krónutala,,18000,kauptaxtar,úr texta,"gsins eru allar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjal."
framsyn,Framsýn stéttarfélag,framsyn/Kjarasamningur_LIVogSA_Vefur.pdf,LANDSSAMBANDS ÍSLENZKRA VERZLUNARMANNA,SAMTAKA ATVINNULÍFSINS,aðilar úr skjali,2019-04-01,2022-11-01,2020-04-01,krónutala,,24000,kauptaxtar,úr texta,"íl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjal. 1. apríl 2019: 17.000 kr. 1. apríl 2020: 24.000 kr. 1. janúar 2021: 24.000 kr. 1. janúar 2022: 25.000 kr. 12 Fyrrnefndar hækkanir á kauptaxta eru reiknaðar í útgefnum"
grafia,Grafía,grafia/Breytingar-á-kjörum-1.-apríl-2020.pdf,aðila vegna bættrar nýtingar vinnutíma,aukinnar framleiðni,aðilar úr skjali,,,2020-04-01,krónutala,,3238,almenn laun,úr texta,"Dæmi til 31.03.2020 Mánaðarlaun Deilitala Tímakaup 500.000 173,33 2.885 kr. Dæmi frá 01.04.2020 með kr.18.000 hækkun sem koma á öll laun 01.04. 2020. Mánaðarlaun Deilitala Tímakaup 518.000 kr.* 160 3.238 kr. • Öll dagvinnulaun hækka um a.m.k.kr. 18.000,- eða 112,50 pr. tíma frá 1. apríl 2020. Breyting á yfirvinnuálagi Yfirvinna 1 Yfirvinna 1 er greidd fyrir fyrstu fyrstu 4 klst á viku að jafnaði e"
grafia,Grafía,grafia/Grafia-kauptaxtar-1.-april-2022-vefur-1.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,prósenta,2.6,,kauptaxtar,úr texta,"lefni til greiðslu hans. ATH: Stytting á vinnutíma – 1. apríl 2020 Ný deilitala dagvinnu verður 152, í stað 156. Þannig styttist vinnuvikan um 1 klst úr 36 tímum að meðaltali í 35 tíma. Dagvinnulaun hækka um 2,6% - mánaðar - laun óbreytt Dæmi um 600.000 kr. laun sem hækka um 18.000 kr. 1. apríl 2020. Verg lands- framleiðsla á hvern íbúa, hækkun milli ára Launaauki á mánaðar- launataxta kjara- samn"
grafia,Grafía,grafia/Grafia-kauptaxtar-1.-apríl-2020-1.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,krónutala,,18000,almenn laun,úr texta,"nabreytingar Launahækkanir samningsins eru allar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánað- arlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningu"
grafia,Grafía,grafia/Grafia-kauptaxtar-1.-apríl-2020-1.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,krónutala,,3238,almenn laun,úr texta,"er. Dæmi til 31.03.2020 Mánaðarlaun Deilitala Tímakaup 500.000 173,33 2.885 kr. Dæmi frá 01.04.2020 með kr. 18:000 hækkun sem koma á öll laun 01.04. 2020. Mánaðarlaun Deilitala Tímakaup 518.000 kr. * 160 3.238 kr. * Öll dagvinnulaun hækka um a.m.k.kr. 18.000,- eða 112,50 pr. tíma frá 1. apríl 2020. Breyting á yfirvinnuálagi Yfirvinna 1 Yfirvinna 1 er greidd fyrir fyrstu fyrstu 4 klst á viku að jaf"
grafia,Grafía,grafia/Grafia-kauptaxtar-1.-apríl-2020-2.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,krónutala,,18000,almenn laun,úr texta,"nabreytingar Launahækkanir samningsins eru allar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánað- arlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningu"
grafia,Grafía,grafia/Grafia-kauptaxtar-1.-apríl-2020-2.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,krónutala,,3238,almenn laun,úr texta,"er. Dæmi til 31.03.2020 Mánaðarlaun Deilitala Tímakaup 500.000 173,33 2.885 kr. Dæmi frá 01.04.2020 með kr. 18:000 hækkun sem koma á öll laun 01.04. 2020. Mánaðarlaun Deilitala Tímakaup 518.000 kr. * 160 3.238 kr. * Öll dagvinnulaun hækka um a.m.k.kr. 18.000,- eða 112,50 pr. tíma frá 1. apríl 2020. Breyting á yfirvinnuálagi Yfirvinna 1 Yfirvinna 1 er greidd fyrir fyrstu fyrstu 4 klst á viku að jaf"
grafia,Grafía,grafia/Grafia-kauptaxtar-1.-janúar-2021-1.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,prósenta,2.5,,almenn laun,úr texta,"samningum eru tilbúin að veita aðstoð við útfærslu og vera félagsmönnum sínum innan handar við styttingu vinnuvikunnar. Almenn launahækkun 1. janúar 2021 15.750 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningu nema um annað hafi verið samið Stytting á vinnutíma – 1. apríl 2020 Ný deilitala dagvinnu verður 152, í stað 156. Þannig styttist vinnuvikan um 1 klst úr 36 tímum að með"
grafia,Grafía,grafia/Grafia-kauptaxtar-1.-janúar-2022.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,prósenta,2.5,,almenn laun,úr texta,"Launaaukinn greiðist 1. maí. Launa- og forsendunefnd ákvarðar fjárhæð launaaukans verði tilefni til greiðslu hans. Almenn launahækkun 1. janúar 2022 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningu nema um annað hafi verið samið ATH: Stytting á vinnutíma – 1. apríl 2020 Ný deilitala dagvinnu verður 152, í stað 156. Þannig styttist vinnuvikan um 1 klst úr 36 tímum að með"
grafia,Grafía,grafia/Grafia-launataxtar-1.-apríl-2019.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,krónutala,,18000,almenn laun,úr texta,"amningsins eru allar í formi krónutöluhækkana á mánaðar - laun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetningu"
grafia,Grafía,grafia/Grafia-launataxtar-1.-apríl-2019.pdf,GRAFÍU – stéttarfélags í prent,miðlunargrein,aðilar úr skjali,,,2020-04-01,prósenta,1.02,,almenn laun,úr texta,"un fyrir 37 klst. á viku / 160 klst. á mánuði verði þau sömu og áður var greitt fyrir fleiri tíma. Ákvæði kjarasamnings um yfirvinnuálag breytist og orðist svo: Yfirvinnuálag verður tvískipt. Frá 1. apríl 2020: Yfirvinna 1 greiðist með tímakaupi sem samsvarar 1,02% af mánaðarlaunum fyrir dagvinnu. Yfirvinna 2 greiðist með tímakaupi sem samsvarar 1,10% af mánaðarlaunum fyrir dagvinnu. Frá 1. janúar"
grafia,Grafía,grafia/Prentarinn_PDF-1.pdf,,,aðeins heimild,,,2020-04-01,prósenta,8.33,,almenn laun,úr texta,"og 15 mínútar á viku vera einhliða ákvörðun starfsmanna í atkvæðagreiðslu gegn niðurfellingu kaffitíma ef þeir hafa verið í föstum skorðum fram að því. BREYTINGAR Á VINNUTÍMA – VIRKUR VINNUTÍMI – 1. APRÍL 2020 • Ný deilitala dagvinnu verður 160, í stað 173,33 • Hækkar dagvinnulaun um 8,33% - mánaðarlaun óbreytt • Dagvinnutímabil verður 07.00 – 18.00 (breytist úr 08.00 – 17.00) 1.4.2020 – NÝJAR YFI"
grafia,Grafía,grafia/Samningar-iðnaðarmanna_GRAFIA-2019-07.05.2019.pdf,,,aðeins heimild,,,2020-04-01,prósenta,8.33,,almenn laun,úr texta,"2,00% 5.500 kr. 4.125 kr. 2,01 -2,50% 8.000 kr. 6.000 kr. 2,51 -3,00% 10.500 kr 7.875 kr. Meira en 3,00% 13.000 kr. 9.750 kr. Breytingar á vinnutíma -Virkur vinnutími ❖Nýdeilitaladagvinnunotuð: 160 (1. apríl2020) ❖Í stað173,33 ❖Hækkardagvinnulaunum 8,33% ❖Mánaðarlaunóbreytt ❖Dagvinnutímabil verður frá 07.00 –18.00 (breytist úr 08.00-17.00) ❖1.4.2020 -Nýjaryfirvinnuprósentur ❖Yfirvinna1: 1,02%afmán"
hjukrun,Félag íslenskra hjúkrunarfræðinga,hjukrun/19cd6e02-a0cf-43cc-a180-0917b7d98967_Ríki_heildartexti.pdf,Félags íslenskra hjúkrunarfræðinga,fjármálaráðherra f.h. ríkissjóðs,aðilar úr skjali,,,2020-04-01,krónutala,,18000,launatafla,úr texta,"smanns sem gegnir fullu starfi, skulu greidd samkvæmt meðfylgjandi launatöflum í fylgiskjali 3 bls. 67 sem taka eftirfarandi breytingum á samningstímanum. 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. 1.1.2 Útreikningur á broti úr mánað"
hjukrun,Félag íslenskra hjúkrunarfræðinga,hjukrun/4064e6cd-c05e-4c20-a7bc-89a51f9fdba6_Heildarkjarasamningur FÍHJÚ loka - Copy (1).pdf,Félags íslenskra hjúkrunarfræðinga,Reykjavíkurborgar,aðilar úr skjali,2019-04-01,2023-03-31,2020-04-01,krónutala,,24000,launatafla,úr texta,"sem gegnir fullu starfi, skulu greidd skv. meðfylgjandi lau natöflum í fylgiskjali VIII sem taka eftirfarandi breytingum á samningstímanum: 1. apríl 2019 hækka laun um kr. 17.000, launatafla 1. 1. apríl 2020 hækka laun um kr. 24.000 samhliða breyttri tengingu starfsmats við launatöflu, launatafla 2 1. janúar 2021 hækka laun um kr. 24.000, launatafla 3. 1. janúar 2022 hækka laun um kr. 25.000, laun"
hjukrun,Félag íslenskra hjúkrunarfræðinga,hjukrun/b2382d49-608d-4d86-93b5-bf3cffacc283_MidlunartillagaRikissattasemjaraFihogSNR21062020LOK.pdf,aðila framlengist frá 1. apríl 2019 til 31. mars 2023 með þeim breytingum,fyrirvör,aðilar úr skjali,,,2020-04-01,krónutala,,18000,launatafla,úr texta,fyrirvörum sem í samkomulagi þessu felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir Laun samkvæmt grein 1.1.1 hækki sem hér segir: 1. apríl 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá meðfylgjandi launatöflur í fylg
lis,Læknafélag Íslands,lis/2020.12.07-kjarasamningur-li-snr_lok-undirritad.pdf,aðila framlengist frá 1. mars 2019 til 31. mars 2023 með þeim breytingum,fyrirvör,aðilar úr skjali,,,2020-04-01,krónutala,,18000,launatafla,úr texta,fyrirvörum sem í samkomulagi þessu felst og fellur þá úr gildi án frekari fyrirvara. 2. gr. Launahækkanir Laun samkvæmt grein 3.1.1 hækki sem hér segir: 1. mars 2019: Laun hækka um 17.000 kr. 1. apríl 2020: Laun hækka um 18.000 kr. 1. janúar 2021: Laun hækka um 15.750 kr. 1. janúar 2022: Laun hækka um 17.250 kr. Sjá nánar meðfylgjandi launatöfl
matvis,MATVÍS,matvis/Samningar-i-na-armanna-1-2019.pdf,,,aðeins heimild,,,2020-04-01,prósenta,8.33,,almenn laun,úr texta,".500 kr. 4.125 kr. 2,01 - 2,50% 8.000 kr. 6.000 kr. 2,51 - 3,00% 10.500 kr 7.875 kr. Meira en 3,00% 13.000 kr. 9.750 kr. Breytingar á vinnutíma - Virkur vinnutími ❖ Ný deilitala dagvinnu notuð: 160 (1. apríl 2020) ❖ Í stað 173,33 ❖ Hækkar dagvinnulaun um 8,33% ❖ Mánaðarlaun óbreytt ❖ 1.4.2020 - Nýjar yfirvinnuprósentur ❖ Yfirvinna 1: 1,02% af mánaðarlaunum (76,7% m.v. 173,33 deilitöl"
sa,Samtök atvinnulífsins,sa/02fca51d-e0a6-4a1e-9bf9-6a877fab6630_kjarasamningur-2019-2022-sa-og-sa-vid-leidsogn.pdf,MILLI: SAMTAKA ATVINNULÍFSINS,SAMTAKA FERÐAÞJÓNUSTUNNAR,aðilar úr skjali,2019-01-01,2022-12-31,2020-04-01,krónutala,,18000,almenn laun,úr texta,"eru allar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf: 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dags"
sa,Samtök atvinnulífsins,sa/02fca51d-e0a6-4a1e-9bf9-6a877fab6630_kjarasamningur-2019-2022-sa-og-sa-vid-leidsogn.pdf,MILLI: SAMTAKA ATVINNULÍFSINS,SAMTAKA FERÐAÞJÓNUSTUNNAR,aðilar úr skjali,2019-01-01,2022-12-31,2020-04-01,krónutala,,24000,kauptaxtar,úr texta,"rasamninga hækka um 2,5% á sömu dagsetningum, nema um annað hafi verið samið. 2.1.2 Í stað gildandi launataxta koma nýir taxtar sbr. fylgiskjal 1. Nýir launataxtar gilda frá 1. apríl 2019: 1. apríl 2020 hækka launataxtar um 24.000 kr. 1. janúar 2021 hækka launataxtar um 24.000 kr 1. janúar 2022 hækka launataxtar um 25.000 kr. 2.1.3. Tímakaup í da"
sa,Samtök atvinnulífsins,sa/0d657aff-3cd4-474a-87d1-abb6ad2225a1_Kjarasamningur SA og Samiðnar vegna málmiðnaðar_ byggingariðnaðar og skrúðgarðyrkju 19-22.pdf,Samtaka atvinnulífsins,"Samiðnar - sambands iðnfélaga f.h. aðildarfélaga í málmiðnaði, byggingariðnaði og skrúðgarðyrkju",aðilar úr skjali,2019-04-01,2022-11-01,2020-04-01,krónutala,,18000,almenn laun,úr texta,"ingsins eru allar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf: 1. apríl 2019: kr. 17.000 1. apríl 2020: kr. 18.000 1. janúar 2021: kr. 15.750 1. janúar 2022: kr. 17.250 Kjaratengdir liðir kjarasamning sins hækka um 2,5% á sömu dag"
sa,Samtök atvinnulífsins,sa/184cf3dd-6516-49e1-8e09-e9a4f3b3d8e6_Kjarasamningur SA og Sambands stjórnunarfélaga.pdf,Samtaka atvinnulífsins,Sambands stjórnendafélaga,aðilar úr skjali,2019-04-01,2022-11-01,2020-04-01,krónutala,,18000,almenn laun,úr texta,"mningsins eru allar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetni"
sa,Samtök atvinnulífsins,sa/2e457864-942f-4d75-8650-fb89960133c6_kjarasamningur-matvi-s-og-sa-2019-2022-lokaskjal-ima.pdf,Samtaka atvinnulífsins,Matvæla- og veitingafélags Íslands,aðilar úr skjali,2019-04-01,2022-11-01,2020-04-01,krónutala,,18000,almenn laun,úr texta,"amningsins eru allar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf: 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagsetn"
sa,Samtök atvinnulífsins,sa/4664fee0-859a-42b1-a9f4-64dcd50b2159_Þjónustusamningur SA og Eflingar.pdf,Samtaka atvinnulífsins,Starfsgreinasambands Íslands og,aðilar úr skjali,2019-04-01,2022-11-01,2020-04-01,krónutala,,18000,kauptaxtar,úr texta,"ingsins eru al lar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. 1.3.2. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskj"
sa,Samtök atvinnulífsins,sa/4664fee0-859a-42b1-a9f4-64dcd50b2159_Þjónustusamningur SA og Eflingar.pdf,Samtaka atvinnulífsins,Starfsgreinasambands Íslands og,aðilar úr skjali,2019-04-01,2022-11-01,2020-04-01,krónutala,,24000,kauptaxtar,úr texta,"príl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. 1.3.2. Kauptaxtar Kauptaxtar hækka sérstaklega, sbr. fylgiskjöl með kjarasamningum. 1. apríl 2019: 17.000 kr. 1. apríl 2020: 24.000 kr. 1. janúar 2021: 24.000 kr. 1. janúar 2022: 25.000 kr. 10 Samningur SA og SGS og Eflingar v/veitinga-, gisti-, þ"
sa,Samtök atvinnulífsins,sa/65600fde-e73f-493b-a84d-22ad6f147c86_kaupgjaldsskra-24-2020-april-vefutgafa.pdf,MATVÍS - Matvæla,veitingafélags Íslands 11,aðilar úr skjali,,,2020-04-01,krónutala,,24000,kauptaxtar,úr texta,Kaupgjaldsskrá nr. 24 Kauptaxtar kjarasamninga hækka um 24.000 kr. Almenn hækkun mánaðarlauna er 18.000 kr. Gildir frá 1. apríl 2020 Launahækkun 1. apríl 2020 Efnisyfirlit Bls. Kjarasamningar aðildarfélaga Starfsgreinasambands Íslands 3 Kjarasamningar
sa,Samtök atvinnulífsins,sa/b0d1a09a-fd9e-4be9-98b7-71d5b819e6e2_kjarasamningar-idnadarmanna-2019-vinnutimi-og-yfirvinna.pdf,,,aðeins heimild,,,2020-04-01,krónutala,,68000,kauptaxtar,úr texta,"inum • Félag hársnyrtisveina Maí 2019 Helstu þættir nýrra kjarasamninga iðnaðarmanna 1) Sérstök hækkun kauptaxta. Efsti taxti sveina hækkar um kr. 90.000 á samningstímanum 2) Almenn hækkun launa í krónum, samtals kr. 68.000 á samningstímanum 3) Upptaka „virks vinnutíma“ hjá iðnaðarmönnum 1. apríl 2020 4) Upptaka yfirvinnu 1 & 2 1. apríl 2020 5) Heimilt að semja um vinnutímastyttingu á grundvelli 5"
sa,Samtök atvinnulífsins,sa/c9ce924d-de37-4d9b-a9d9-eaa4f71737c7_Kjarasamningur SA og Rafiðnaðarsambands Íslands v. aðildarfélaga 19-22.pdf,Samtaka atvinnulífsins og Samtaka rafverktaka,Rafiðnaðarsambands Íslands vegna aðildarfélaga,aðilar úr skjali,2019-04-01,2022-11-01,2020-04-01,krónutala,,18000,almenn laun,úr texta,"ingsins eru allar í formi krónutöluhækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. Almenn hækkun mánaðarlauna fyrir fullt starf: 1. apríl 2019: kr. 17.000 1. apríl 2020: kr. 18.000 1. janúar 2021: kr. 15.750 1. janúar 2022: kr. 17.250 Kjaratengdir liðir kjarasamning sins hækka um 2,5% á sömu dag"
sa,Samtök atvinnulífsins,sa/d5c67d27-a474-4e7d-a402-2e1b1579f12c_Kjarasamningur SA og Mjólkurfræðingafélags Íslands 19-22.pdf,Samtaka atvinnulífsins,Mjólkurfræðingafélags Íslands,aðilar úr skjali,,,2020-04-01,krónutala,,18000,almenn laun,úr texta,"eru allar í formi krónutölu - hækkana á mánaðarlaun. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1.1.2. Almenn hækkun mánaðarlauna fyrir fullt starf 1. apríl 2019: 17.000 kr. 1. apríl 2020: 18.000 kr. 1. janúar 2021: 15.750 kr. 1. janúar 2022: 17.250 kr. Kjaratengdir liðir kjarasamninga hækka um 2,5% á sömu dagset"
